point_id,number_point,score,break_point,set_point,match_point
1040,2,0 - 30,,,
1041,3,15 - 30,,,
1042,4,30 - 30,,,
1043,5,30 - 40,,,
1044,1,0 - 15,,,
1045,2,15 - 15,,,
1046,3,30 - 15,,,
1047,4,30 - 30,,,
1048,5,30 - 40,First Play,,
1049,1,15 - 0,,,
1050,2,15 - 15,,,
1051,3,15 - 30,,,
1052,4,30 - 30,,,
1053,5,30 - 40,,,
1054,1,15 - 0,,,
1055,2,15 - 15,,,
1056,3,15 - 30,,,
1057,4,30 - 30,,,
1058,5,30 - 40,First Play,,
1059,6,40 - 40,,,
1060,7,40 - A,First Play,,
1061,8,40 - 40,,,
1062,9,A - 40,,,
1063,10,40 - 40,,,
1064,11,A - 40,,,
1065,1,0 - 15,,,
1066,2,0 - 30,,,
1067,3,0 - 40,,,
1068,1,0 - 15,,,
1069,2,15 - 15,,,
1070,3,30 - 15,,,
1071,4,40 - 15,,,
1072,5,40 - 30,,,
1073,6,40 - 40,,,
1074,7,A - 40,,,
1075,8,40 - 40,,,
1076,9,40 - A,First Play,,
1077,1,0 - 15,,,
1078,2,0 - 30,,,
1079,3,0 - 40,,,
1080,1,0 - 15,,,
1081,2,15 - 15,,,
1082,3,30 - 15,,,
1083,4,40 - 15,,,
1084,1,0 - 15,,,
1085,2,15 - 15,,,
1086,3,15 - 30,,,
1087,4,15 - 40,,,
1088,1,0 - 15,,,
1089,2,15 - 15,,,
1090,3,15 - 30,,,
1091,4,15 - 40,First Play,,
1092,5,30 - 40,First Play,,
1093,1,0 - 15,,,
1094,2,0 - 30,,,
1095,3,0 - 40,,,
1096,4,15 - 40,,,
1097,5,30 - 40,,,
1098,6,40 - 40,,,
1099,7,A - 40,First Play,,
1100,1,15 - 0,,,
1101,2,15 - 15,,,
1102,3,15 - 30,,,
1103,4,30 - 30,,,
1104,5,40 - 30,,,
1105,1,0 - 15,,,
1106,2,0 - 30,,,
1107,3,0 - 40,,,
1108,4,15 - 40,,,
1109,5,30 - 40,,,
1110,6,40 - 40,,,
1111,7,40 - A,,,
1112,1,0 - 15,,,
1113,2,0 - 30,,,
1114,3,15 - 30,,,
1115,4,30 - 30,,,
1116,5,30 - 40,First Play,First Play,First Play
1117,6,40 - 40,,,
1118,7,A - 40,,,
1119,1,15 - 0,,,
1120,2,30 - 0,,,
1121,3,30 - 15,,,
1122,4,40 - 15,First Play,,
1123,5,40 - 30,First Play,,
1124,6,40 - 40,,,
1125,7,A - 40,First Play,,
1126,1,0 - 15,,,
1127,2,0 - 30,,,
1128,3,0 - 40,First Play,,
1129,4,15 - 40,First Play,,
1130,1,0 - 15,,,
1131,2,15 - 15,,,
1132,3,30 - 15,,,
1133,4,40 - 15,First Play,,
1134,5,40 - 30,First Play,,
1135,6,40 - 40,,,
1136,7,40 - A,,First Play,First Play
1137,8,40 - 40,,,
1138,9,40 - A,,First Play,First Play
1139,1,0 - 15,,,
1140,2,0 - 30,,,
1141,3,0 - 40,,,
1142,4,15 - 40,,,
1143,1,0 - 15,,,
1144,2,15 - 15,,,
1145,3,15 - 30,,,
1146,4,30 - 30,,,
1147,5,40 - 30,,,
1148,6,40 - 40,,,
1149,7,A - 40,,,
1150,1,0 - 15,,,
1151,2,0 - 30,,,
1152,3,0 - 40,,,
1153,4,15 - 40,,,
1154,1,15 - 0,,,
1155,2,15 - 15,,,
1156,3,15 - 30,,,
1157,4,15 - 40,First Play,,
1158,1,15 - 0,,,
1159,2,15 - 15,,,
1160,3,15 - 30,,,
1161,4,15 - 40,,,
1162,1,15 - 0,,,
1163,2,30 - 0,,,
1164,3,40 - 0,,,
1165,1,0 - 15,,,
1166,2,15 - 15,,,
1167,3,30 - 15,,,
1168,4,40 - 15,First Play,,
1169,1,0 - 15,,,
1170,2,15 - 15,,,
1171,3,30 - 15,,,
1172,4,30 - 30,,,
1173,5,40 - 30,,,
1174,6,40 - 40,,,
1175,7,A - 40,,,
1176,1,15 - 0,,,
1177,2,15 - 15,,,
1178,3,30 - 15,,,
1179,4,30 - 30,,,
1180,5,30 - 40,,,
1181,1,15 - 0,,,
1182,2,30 - 0,,,
1183,3,30 - 15,,,
1184,4,40 - 15,,,
1185,1,0 - 15,,,
1186,2,0 - 30,,,
1187,3,0 - 40,,,
1188,1,0 - 15,,,
1189,2,15 - 15,,,
1190,3,30 - 15,,,
1191,4,30 - 30,,,
1192,5,40 - 30,,,
1193,1, - ,,,
1194,1,15 - 0,,,
1195,2,30 - 0,,,
1196,3,40 - 0,,,
1197,1,0 - 15,,,
1198,2,0 - 30,,,
1199,3,0 - 40,,,
1200,1,0 - 15,,,
1201,2,15 - 15,,,
1202,3,30 - 15,,,
1203,4,40 - 15,,,
1204,5,40 - 30,,,
1205,6,40 - 40,,,
1206,7,40 - A,First Play,,
1207,1,0 - 15,,,
1208,2,0 - 30,,,
1209,3,0 - 40,,,
1210,1,0 - 15,,,
1211,2,15 - 15,,,
1212,3,15 - 30,,,
1213,4,30 - 30,,,
1214,5,30 - 40,First Play,,
1215,6,40 - 40,,,
1216,7,40 - A,First Play,,
1217,8,40 - 40,,,
1218,9,A - 40,,,
1219,1,0 - 15,,,
1220,2,0 - 30,,,
1221,3,15 - 30,,,
1222,4,30 - 30,,,
1223,5,40 - 30,First Play,,
1224,6,40 - 40,,,
1225,7,40 - A,,,
1226,1,15 - 0,,,
1227,2,30 - 0,,,
1228,3,40 - 0,,,
1229,4,40 - 15,,,
1230,1,0 - 15,,,
1231,2,15 - 15,,,
1232,3,15 - 30,,,
1233,4,15 - 40,,,
1234,1,0 - 15,,,
1235,2,15 - 15,,,
1236,3,30 - 15,,,
1237,4,40 - 15,,,
1238,5,40 - 30,,,
1239,1,15 - 0,,,
1240,2,15 - 15,,,
1241,3,30 - 15,,,
1242,4,40 - 15,First Play,,
1243,1,15 - 0,,,
1244,2,30 - 0,,,
1245,3,40 - 0,,,
1246,4,40 - 15,,,
1247,1,15 - 0,,,
1248,2,30 - 0,,,
1249,3,30 - 15,,,
1250,4,40 - 15,First Play,First Play,First Play
1251,5,40 - 30,First Play,First Play,First Play
1252,6,40 - 40,,,
1253,7,40 - A,,,
1254,1, - ,,,
1255,1,15 - 0,,,
1256,2,15 - 15,,,
1257,3,15 - 30,,,
1258,4,15 - 40,,,
1259,1,15 - 0,,,
1260,2,30 - 0,,,
1261,3,40 - 0,,,
1262,1,15 - 0,,,
1263,2,15 - 15,,,
1264,3,30 - 15,,,
1265,4,40 - 15,First Play,,
1266,5,40 - 30,First Play,,
1267,1,0 - 15,,,
1268,2,15 - 15,,,
1269,3,30 - 15,,,
1270,4,40 - 15,,,
1271,1,15 - 0,,,
1272,2,30 - 0,,,
1273,3,30 - 15,,,
1274,4,30 - 30,,,
1275,5,30 - 40,,,
1276,1,15 - 0,,,
1277,2,30 - 0,,,
1278,3,40 - 0,,,
1279,1,0 - 15,,,
1280,2,15 - 15,,,
1281,3,30 - 15,,,
1282,4,40 - 15,First Play,,
1283,5,40 - 30,First Play,,
1284,6,40 - 40,,,
1285,7,A - 40,First Play,,
1286,1,15 - 0,,,
1287,2,30 - 0,,,
1288,3,40 - 0,,First Play,First Play
1289,1,15 - 0,,,
1290,2,30 - 0,,,
1291,3,30 - 15,,,
1292,4,30 - 30,,,
1293,5,30 - 40,,,
1294,1,15 - 0,,,
1295,2,30 - 0,,,
1296,3,40 - 0,,,
1297,4,40 - 15,,,
1298,1,0 - 15,,,
1299,2,0 - 30,,,
1300,3,15 - 30,,,
1301,4,30 - 30,,,
1302,5,30 - 40,,,
1303,6,40 - 40,,,
1304,7,40 - A,,,
1305,1,0 - 15,,,
1306,2,0 - 30,,,
1307,3,0 - 40,First Play,,
1308,4,15 - 40,First Play,,
1309,5,30 - 40,First Play,,
1310,6,40 - 40,,,
1311,7,A - 40,,,
1312,1,0 - 15,,,
1313,2,0 - 30,,,
1314,3,15 - 30,,,
1315,4,30 - 30,,,
1316,5,30 - 40,,,
1317,1,0 - 15,,,
1318,2,0 - 30,,,
1319,3,0 - 40,First Play,,
1320,1,15 - 0,,,
1321,2,30 - 0,,,
1322,3,40 - 0,First Play,,
1323,4,40 - 15,First Play,,
1324,5,40 - 30,First Play,,
1325,6,40 - 40,,,
1326,7,40 - A,,,
1327,1,0 - 15,,,
1328,2,15 - 15,,,
1329,3,30 - 15,,,
1330,4,30 - 30,,,
1331,5,40 - 30,,,
1332,1,0 - 15,,,
1333,2,0 - 30,,,
1334,3,15 - 30,,,
1335,4,30 - 30,,,
1336,5,30 - 40,,,
1337,1,0 - 15,,,
1338,2,15 - 15,,,
1339,3,15 - 30,,,
1340,4,30 - 30,,,
1341,5,40 - 30,,,
1342,6,40 - 40,,,
1343,7,40 - A,First Play,,
1344,1,15 - 0,,,
1345,2,15 - 15,,,
1346,3,15 - 30,,,
1347,4,15 - 40,,,
1348,5,30 - 40,,,
1349,1,0 - 15,,,
1350,2,15 - 15,,,
1351,3,30 - 15,,,
1352,4,40 - 15,,,
1353,1,0 - 15,,,
1354,2,0 - 30,,,
1355,3,0 - 40,,,
1356,4,15 - 40,,,
1357,1,15 - 0,,,
1358,2,15 - 15,,,
1359,3,30 - 15,,,
1360,4,40 - 15,,,
1361,5,40 - 30,,,
1362,1,0 - 15,,,
1363,2,0 - 30,,,
1364,3,0 - 40,,,
1365,4,15 - 40,,,
1366,5,30 - 40,,,
1367,1,0 - 15,,,
1368,2,15 - 15,,,
1369,3,15 - 30,,,
1370,4,15 - 40,First Play,,
1371,5,30 - 40,First Play,,
1372,1,0 - 15,,,
1373,2,0 - 30,,,
1374,3,0 - 40,,First Play,First Play
1375,1,15 - 0,,,
1376,2,30 - 0,,,
1377,3,40 - 0,,,
1378,4,40 - 15,,,
1379,5,40 - 30,,,
1380,1,15 - 0,,,
1381,2,15 - 15,,,
1382,3,30 - 15,,,
1383,4,30 - 30,,,
1384,5,30 - 40,,,
1385,1,15 - 0,,,
1386,2,30 - 0,,,
1387,3,30 - 15,,,
1388,4,40 - 15,,,
1389,1,15 - 0,,,
1390,2,30 - 0,,,
1391,3,30 - 15,,,
1392,4,30 - 30,,,
1393,5,30 - 40,,,
1394,6,40 - 40,,,
1395,7,40 - A,,,
1396,1,0 - 15,,,
1397,2,0 - 30,,,
1398,3,15 - 30,,,
1399,4,30 - 30,,,
1400,5,40 - 30,,,
1401,6,40 - 40,,,
1402,7,A - 40,,,
1403,1,15 - 0,,,
1404,2,15 - 15,,,
1405,3,15 - 30,,,
1406,4,15 - 40,,,
1407,1,15 - 0,,,
1408,2,30 - 0,,,
1409,3,40 - 0,,,
1410,1,0 - 15,,,
1411,2,0 - 30,,,
1412,3,0 - 40,,,
1413,1,15 - 0,,,
1414,2,30 - 0,,,
1415,3,30 - 15,,,
1416,4,30 - 30,,,
1417,5,40 - 30,,,
1418,6,40 - 40,,,
1419,7,40 - A,First Play,,
1420,8,40 - 40,,,
1421,9,A - 40,,,
1422,1,0 - 15,,,
1423,2,0 - 30,,,
1424,3,0 - 40,,,
1425,1,0 - 15,,,
1426,2,15 - 15,,,
1427,3,30 - 15,,,
1428,4,40 - 15,,,
1429,5,40 - 30,,,
1430,1,15 - 0,,,
1431,2,15 - 15,,,
1432,3,30 - 15,,,
1433,4,40 - 15,First Play,,
1434,1,0 - 15,,,
1435,2,0 - 30,,,
1436,3,0 - 40,First Play,,
1437,4,15 - 40,First Play,,
1438,5,30 - 40,First Play,,
1439,6,40 - 40,,,
1440,7,A - 40,,,
1441,8,40 - 40,,,
1442,9,40 - A,First Play,,
1443,1,0 - 15,,,
1444,2,0 - 30,,,
1445,3,0 - 40,,,
1446,1,15 - 0,,,
1447,2,15 - 15,,,
1448,3,30 - 15,,,
1449,4,40 - 15,,,
1450,5,40 - 30,,,
1451,6,40 - 40,,,
1452,7,A - 40,,,
1453,8,40 - 40,,,
1454,9,A - 40,,,
1455,10,40 - 40,,,
1456,11,A - 40,,,
1457,12,40 - 40,,,
1458,13,A - 40,,,
1459,14,40 - 40,,,
1460,15,40 - A,First Play,,
1461,1,0 - 15,,,
1462,2,0 - 30,,,
1463,3,0 - 40,,,
1464,1,0 - 15,,,
1465,2,15 - 15,,,
1466,3,15 - 30,,,
1467,4,30 - 30,,,
1468,5,30 - 40,First Play,,
1469,1,0 - 15,,,
1470,2,0 - 30,,,
1471,3,0 - 40,,,
1472,1,0 - 15,,,
1473,2,0 - 30,,,
1474,3,15 - 30,,,
1475,4,30 - 30,,,
1476,5,40 - 30,,,
1477,1,0 - 15,,,
1478,2,15 - 15,,,
1479,3,30 - 15,,,
1480,4,40 - 15,First Play,,
1481,5,40 - 30,First Play,,
1482,1,0 - 15,,,
1483,2,15 - 15,,,
1484,3,15 - 30,,,
1485,4,15 - 40,First Play,,
1486,1,0 - 15,,,
1487,2,0 - 30,,,
1488,3,15 - 30,,,
1489,4,15 - 40,,,
1490,5,30 - 40,,,
1491,1,0 - 15,,,
1492,2,15 - 15,,,
1493,3,30 - 15,,,
1494,4,30 - 30,,,
1495,5,40 - 30,,,
1496,6,40 - 40,,,
1497,7,40 - A,First Play,,
1498,8,40 - 40,,,
1499,9,A - 40,,,
1500,10,40 - 40,,,
1501,11,A - 40,,,
1502,12,40 - 40,,,
1503,13,A - 40,,,
1504,14,40 - 40,,,
1505,15,A - 40,,,
1506,1,0 - 15,,,
1507,2,15 - 15,,,
1508,3,15 - 30,,,
1509,4,30 - 30,,,
1510,5,30 - 40,,,
1511,1,15 - 0,,,
1512,2,30 - 0,,,
1513,3,30 - 15,,,
1514,4,30 - 30,,,
1515,5,40 - 30,,,
1516,1,0 - 15,,,
1517,2,0 - 30,,,
1518,3,15 - 30,,,
1519,4,15 - 40,,,
1520,5,30 - 40,,,
1521,6,40 - 40,,,
1522,7,A - 40,First Play,,
1523,1,15 - 0,,,
1524,2,30 - 0,,,
1525,3,30 - 15,,,
1526,4,40 - 15,,First Play,First Play
1527,1,0 - 15,,,
1528,2,0 - 30,,,
1529,3,0 - 40,,,
1530,4,15 - 40,,,
1531,1,15 - 0,,,
1532,2,30 - 0,,,
1533,3,30 - 15,,,
1534,4,40 - 15,,,
1535,5,40 - 30,,,
1536,1,15 - 0,,,
1537,2,15 - 15,,,
1538,3,15 - 30,,,
1539,4,15 - 40,,,
1540,1,15 - 0,,,
1541,2,15 - 15,,,
1542,3,15 - 30,,,
1543,4,30 - 30,,,
1544,5,30 - 40,First Play,,
1545,6,40 - 40,,,
1546,7,40 - A,First Play,,
1547,8,40 - 40,,,
1548,9,A - 40,,,
1549,1,15 - 0,,,
1550,2,15 - 15,,,
1551,3,30 - 15,,,
1552,4,40 - 15,First Play,,
1553,5,40 - 30,First Play,,
1554,6,40 - 40,,,
1555,7,40 - A,,,
1556,1,15 - 0,,,
1557,2,15 - 15,,,
1558,3,30 - 15,,,
1559,4,30 - 30,,,
1560,5,30 - 40,First Play,,
1561,1,0 - 15,,,
1562,2,0 - 30,,,
1563,3,0 - 40,,,
1564,1,0 - 15,,,
1565,2,15 - 15,,,
1566,3,30 - 15,,,
1567,4,30 - 30,,,
1568,5,40 - 30,,,
1569,6,40 - 40,,,
1570,7,A - 40,,,
1571,8,40 - 40,,,
1572,9,A - 40,,,
1573,1,0 - 15,,,
1574,2,0 - 30,,,
1575,3,15 - 30,,,
1576,4,15 - 40,,,
1577,1,15 - 0,,,
1578,2,30 - 0,,,
1579,3,40 - 0,,,
1580,1,15 - 0,,,
1581,2,15 - 15,,,
1582,3,15 - 30,,,
1583,4,15 - 40,,,
1584,5,30 - 40,,,
1585,1,15 - 0,,,
1586,2,30 - 0,,,
1587,3,40 - 0,,,
1588,1,0 - 15,,,
1589,2,15 - 15,,,
1590,3,15 - 30,,,
1591,4,15 - 40,,,
1592,5,30 - 40,,,
1593,1,0 - 15,,,
1594,2,15 - 15,,,
1595,3,30 - 15,,,
1596,4,40 - 15,,,
1597,5,40 - 30,,,
1598,6,40 - 40,,,
1599,7,40 - A,First Play,,
1600,8,40 - 40,,,
1601,9,A - 40,,,
1602,1,0 - 15,,,
1603,2,0 - 30,,,
1604,3,0 - 40,,,
1605,1,15 - 0,,,
1606,2,30 - 0,,,
1607,3,40 - 0,,,
1608,4,40 - 15,,,
1609,5,40 - 30,,,
1610,1,0 - 15,,,
1611,2,15 - 15,,,
1612,3,30 - 15,,,
1613,4,30 - 30,,,
1614,5,30 - 40,,,
1615,6,40 - 40,,,
1616,7,A - 40,First Play,,
1617,8,40 - 40,,,
1618,9,40 - A,,,
1619,10,40 - 40,,,
1620,11,40 - A,,,
1621,1,15 - 0,,,
1622,2,30 - 0,,,
1623,3,40 - 0,,,
1624,4,40 - 15,,,
1625,5,40 - 30,,,
1626,6,40 - 40,,,
1627,7,40 - A,First Play,,
1628,8,40 - 40,,,
1629,9,A - 40,,,
1630,10,40 - 40,,,
1631,11,A - 40,,,
1632,1,15 - 0,,,
1633,2,15 - 15,,,
1634,3,15 - 30,,,
1635,4,15 - 40,,,
1636,5,30 - 40,,,
1637,6,40 - 40,,,
1638,7,40 - A,,,
1639,1,15 - 0,,,
1640,2,15 - 15,,,
1641,3,30 - 15,,,
1642,4,40 - 15,,,
1643,5,40 - 30,,,
1644,6,40 - 40,,,
1645,7,A - 40,,,
1646,8,40 - 40,,,
1647,9,A - 40,,,
1648,10,40 - 40,,,
1649,11,40 - A,First Play,,
1650,12,40 - 40,,,
1651,13,A - 40,,,
1652,1,0 - 15,,,
1653,2,0 - 30,,,
1654,3,0 - 40,,,
1655,1, - ,,,
1656,1,0 - 15,,,
1657,2,0 - 30,,,
1658,3,15 - 30,,,
1659,4,15 - 40,,,
1660,1,15 - 0,,,
1661,2,15 - 15,,,
1662,3,15 - 30,,,
1663,4,30 - 30,,,
1664,5,40 - 30,,,
1665,1,15 - 0,,,
1666,2,15 - 15,,,
1667,3,15 - 30,,,
1668,4,15 - 40,,,
1669,1,15 - 0,,,
1670,2,30 - 0,,,
1671,3,30 - 15,,,
1672,4,40 - 15,,,
1673,1,0 - 15,,,
1674,2,0 - 30,,,
1675,3,15 - 30,,,
1676,4,30 - 30,,,
1677,5,40 - 30,First Play,,
1678,1,15 - 0,,,
1679,2,30 - 0,,,
1680,3,40 - 0,,,
1681,1,15 - 0,,,
1682,2,30 - 0,,,
1683,3,30 - 15,,,
1684,4,40 - 15,First Play,,
1685,5,40 - 30,First Play,,
1686,1,15 - 0,,,
1687,2,30 - 0,,,
1688,3,30 - 15,,,
1689,4,40 - 15,,,
1690,1,15 - 0,,,
1691,2,30 - 0,,,
1692,3,30 - 15,,,
1693,4,40 - 15,First Play,,
1694,1,15 - 0,,,
1695,2,15 - 15,,,
1696,3,30 - 15,,,
1697,4,30 - 30,,,
1698,5,40 - 30,,,
1699,6,40 - 40,,,
1700,7,A - 40,,,
1701,1,0 - 15,,,
1702,2,0 - 30,,,
1703,3,0 - 40,,,
1704,1,0 - 15,,,
1705,2,15 - 15,,,
1706,3,30 - 15,,,
1707,4,40 - 15,,,
1708,5,40 - 30,,,
1709,6,40 - 40,,,
1710,7,40 - A,First Play,,
1711,8,40 - 40,,,
1712,9,40 - A,First Play,,
1713,10,40 - 40,,,
1714,11,40 - A,First Play,,
1715,1,0 - 15,,,
1716,2,0 - 30,,,
1717,3,0 - 40,,,
1718,1,0 - 15,,,
1719,2,0 - 30,,,
1720,3,0 - 40,First Play,,
1721,1,0 - 15,,,
1722,2,0 - 30,,,
1723,3,0 - 40,,,
1724,1,15 - 0,,,
1725,2,30 - 0,,,
1726,3,30 - 15,,,
1727,4,40 - 15,,,
1728,1,15 - 0,,,
1729,2,30 - 0,,,
1730,3,30 - 15,,,
1731,4,30 - 30,,,
1732,5,40 - 30,First Play,,
1733,6,40 - 40,,,
1734,7,40 - A,,,
1735,1,15 - 0,,,
1736,2,15 - 15,,,
1737,3,30 - 15,,,
1738,4,40 - 15,,,
1739,5,40 - 30,,,
1740,1,15 - 0,,,
1741,2,30 - 0,,,
1742,3,40 - 0,First Play,,
1743,1,0 - 15,,,
1744,2,15 - 15,,,
1745,3,30 - 15,,,
1746,4,40 - 15,,,
1747,1,0 - 15,,,
1748,2,15 - 15,,,
1749,3,30 - 15,,,
1750,4,40 - 15,First Play,,
1751,1,0 - 15,,,
1752,2,15 - 15,,,
1753,3,30 - 15,,,
1754,4,40 - 15,,,
1755,1,0 - 15,,,
1756,2,15 - 15,,,
1757,3,15 - 30,,,
1758,4,15 - 40,,,
1759,1,15 - 0,,,
1760,2,30 - 0,,,
1761,3,30 - 15,,,
1762,4,40 - 15,,First Play,First Play
1763,1,15 - 0,,,
1764,2,15 - 15,,,
1765,3,30 - 15,,,
1766,4,30 - 30,,,
1767,5,40 - 30,First Play,,
1768,1,0 - 15,,,
1769,2,0 - 30,,,
1770,3,0 - 40,First Play,,
1771,1,0 - 15,,,
1772,2,0 - 30,,,
1773,3,0 - 40,,,
1774,1,15 - 0,,,
1775,2,30 - 0,,,
1776,3,30 - 15,,,
1777,4,40 - 15,,,
1778,1,0 - 15,,,
1779,2,0 - 30,,,
1780,3,0 - 40,,,
1781,1,0 - 15,,,
1782,2,15 - 15,,,
1783,3,30 - 15,,,
1784,4,40 - 15,,,
1785,5,40 - 30,,,
1786,6,40 - 40,,,
1787,7,A - 40,,,
1788,1,15 - 0,,,
1789,2,15 - 15,,,
1790,3,30 - 15,,,
1791,4,40 - 15,First Play,,
1792,1,0 - 15,,,
1793,2,15 - 15,,,
1794,3,15 - 30,,,
1795,4,30 - 30,,,
1796,5,30 - 40,First Play,,
1797,1,15 - 0,,,
1798,2,30 - 0,,,
1799,3,40 - 0,First Play,,
1800,1,15 - 0,,,
1801,2,30 - 0,,,
1802,3,40 - 0,,,
1803,1,15 - 0,,,
1804,2,30 - 0,,,
1805,3,30 - 15,,,
1806,4,30 - 30,,,
1807,5,30 - 40,,,
1808,6,40 - 40,,,
1809,7,A - 40,First Play,,
1810,8,40 - 40,,,
1811,9,A - 40,First Play,,
1812,10,40 - 40,,,
1813,11,A - 40,First Play,,
1814,1,15 - 0,,,
1815,2,15 - 15,,,
1816,3,30 - 15,,,
1817,4,40 - 15,,,
1818,1,15 - 0,,,
1819,2,15 - 15,,,
1820,3,15 - 30,,,
1821,4,15 - 40,,,
1822,1,15 - 0,,,
1823,2,30 - 0,,,
1824,3,30 - 15,,,
1825,4,40 - 15,,,
1826,5,40 - 30,,,
1827,6,40 - 40,,,
1828,7,A - 40,,,
1829,8,40 - 40,,,
1830,9,A - 40,,,
1831,1,15 - 0,,,
1832,2,30 - 0,,,
1833,3,40 - 0,First Play,,
1834,1,15 - 0,,,
1835,2,30 - 0,,,
1836,3,30 - 15,,,
1837,4,40 - 15,,,
1838,5,40 - 30,,,
1839,1,0 - 15,,,
1840,2,0 - 30,,,
1841,3,15 - 30,,,
1842,4,15 - 40,,,
1843,1,15 - 0,,,
1844,2,15 - 15,,,
1845,3,30 - 15,,,
1846,4,40 - 15,,First Play,First Play
1847,5,40 - 30,,First Play,First Play
1848,6,40 - 40,,,
1849,7,40 - A,First Play,,
1850,1,0 - 15,,,
1851,2,0 - 30,,,
1852,3,0 - 40,,,
1853,4,15 - 40,,,
1854,1,0 - 15,,,
1855,2,15 - 15,,,
1856,3,30 - 15,,,
1857,4,40 - 15,,First Play,First Play
1858,1,0 - 15,,,
1859,2,0 - 30,,,
1860,3,15 - 30,,,
1861,4,15 - 40,First Play,,
1862,5,30 - 40,First Play,,
1863,1,0 - 15,,,
1864,2,15 - 15,,,
1865,3,30 - 15,,,
1866,4,30 - 30,,,
1867,5,40 - 30,First Play,,
1868,6,40 - 40,,,
1869,7,40 - A,,,
1870,1,0 - 15,,,
1871,2,15 - 15,,,
1872,3,30 - 15,,,
1873,4,40 - 15,,,
1874,5,40 - 30,,,
1875,6,40 - 40,,,
1876,7,A - 40,,,
1877,1,15 - 0,,,
1878,2,15 - 15,,,
1879,3,15 - 30,,,
1880,4,15 - 40,,,
1881,5,30 - 40,,,
1882,1,15 - 0,,,
1883,2,30 - 0,,,
1884,3,40 - 0,,,
1885,4,40 - 15,,,
1886,1,15 - 0,,,
1887,2,15 - 15,,,
1888,3,30 - 15,,,
1889,4,40 - 15,First Play,,
1890,5,40 - 30,First Play,,
1891,6,40 - 40,,,
1892,7,40 - A,,,
1893,8,40 - 40,,,
1894,9,40 - A,,,
1895,1,15 - 0,,,
1896,2,15 - 15,,,
1897,3,30 - 15,,,
1898,4,40 - 15,,,
1899,1,0 - 15,,,
1900,2,0 - 30,,,
1901,3,0 - 40,,,
1902,4,15 - 40,,,
1903,1,0 - 15,,,
1904,2,15 - 15,,,
1905,3,15 - 30,,,
1906,4,30 - 30,,,
1907,5,40 - 30,,,
1908,1,0 - 15,,,
1909,2,15 - 15,,,
1910,3,30 - 15,,,
1911,4,30 - 30,,,
1912,5,40 - 30,First Play,,
1913,1,0 - 15,,,
1914,2,15 - 15,,,
1915,3,15 - 30,,,
1916,4,30 - 30,,,
1917,5,30 - 40,First Play,,
1918,6,40 - 40,,,
1919,7,A - 40,,,
1920,8,40 - 40,,,
1921,9,A - 40,,,
1922,1,0 - 15,,,
1923,2,0 - 30,,,
1924,3,0 - 40,,,
1925,4,15 - 40,,,
1926,5,30 - 40,,,
1927,1, - ,,,
1928,1,0 - 15,,,
1929,2,15 - 15,,,
1930,3,15 - 30,,,
1931,4,30 - 30,,,
1932,5,30 - 40,,,
1933,1,15 - 0,,,
1934,2,30 - 0,,,
1935,3,40 - 0,,,
1936,1,15 - 0,,,
1937,2,15 - 15,,,
1938,3,30 - 15,,,
1939,4,40 - 15,First Play,,
1940,1,0 - 15,,,
1941,2,0 - 30,,,
1942,3,0 - 40,First Play,,
1943,1,0 - 15,,,
1944,2,15 - 15,,,
1945,3,30 - 15,,,
1946,4,40 - 15,First Play,,
1947,1,0 - 15,,,
1948,2,15 - 15,,,
1949,3,30 - 15,,,
1950,4,40 - 15,,,
1951,5,40 - 30,,,
1952,6,40 - 40,,,
1953,7,A - 40,,,
1954,8,40 - 40,,,
1955,9,A - 40,,,
1956,10,40 - 40,,,
1957,11,A - 40,,,
1958,12,40 - 40,,,
1959,13,40 - A,First Play,,
1960,1,15 - 0,,,
1961,2,15 - 15,,,
1962,3,30 - 15,,,
1963,4,40 - 15,First Play,,
1964,5,40 - 30,First Play,,
1965,6,40 - 40,,,
1966,7,A - 40,First Play,,
1967,8,40 - 40,,,
1968,9,40 - A,,,
1969,1,0 - 15,,,
1970,2,15 - 15,,,
1971,3,30 - 15,,,
1972,4,30 - 30,,,
1973,5,40 - 30,,,
1974,6,40 - 40,,,
1975,7,A - 40,,,
1976,8,40 - 40,,,
1977,9,A - 40,,,
1978,1,0 - 15,,,
1979,2,15 - 15,,,
1980,3,30 - 15,,,
1981,4,40 - 15,First Play,,
1982,1,15 - 0,,,
1983,2,30 - 0,,,
1984,3,30 - 15,,,
1985,4,30 - 30,,,
1986,5,30 - 40,First Play,,
1987,6,40 - 40,,,
1988,7,A - 40,,,
1989,1,15 - 0,,,
1990,2,15 - 15,,,
1991,3,15 - 30,,,
1992,4,15 - 40,,,
1993,5,30 - 40,,,
1994,1,0 - 15,,,
1995,2,15 - 15,,,
1996,3,15 - 30,,,
1997,4,15 - 40,First Play,,
1998,5,30 - 40,First Play,,
1999,1,15 - 0,,,
2000,2,30 - 0,,,
2001,3,30 - 15,,,
2002,4,30 - 30,,,
2003,5,40 - 30,First Play,,
2004,1,0 - 15,,,
2005,2,15 - 15,,,
2006,3,30 - 15,,,
2007,4,30 - 30,,,
2008,5,30 - 40,First Play,,
2009,6,40 - 40,,,
2010,7,40 - A,First Play,,
2011,1,15 - 0,,,
2012,2,30 - 0,,,
2013,3,30 - 15,,,
2014,4,40 - 15,First Play,,
2015,5,40 - 30,First Play,,
2016,1,0 - 15,,,
